Gender,Competition,Round,Country,Apparatus,Score,FullName
m,2023 Senior European Championships,qual,SWE,HB,12.6,Karl Idesjoe
m,2023 Senior European Championships,qual,SWE,PB,13.533,Karl Idesjoe
m,2023 Senior European Championships,qual,SWE,PH,10.466,Karl Idesjoe
m,2023 Senior European Championships,qual,SWE,SR,13.366,Karl Idesjoe
m,2023 Senior European Championships,qual,SWE,VT,12.3,Karl Idesjoe
m,2022 Osijek World Challenge Cup,qual,SWE,HB,13.2,Karl Idesjö
m,2023 Cottbus World Cup,qual,SWE,PB,9.833,Luis Il sung melander
m,2023 Cottbus World Cup,qual,SWE,SR,12.2,Luis Il sung melander
m,2023 Doha World Cup,qual,SWE,PB,12.1,Luis Il sung melander
m,2023 Doha World Cup,qual,SWE,PH,10.533,Luis Il sung melander
m,2023 Doha World Cup,qual,SWE,SR,12.466,Luis Il sung melander
m,2023 Senior European Championships,qual,SWE,FX,12.866,Luis Il sung melander
m,2023 Senior European Championships,qual,SWE,HB,11.866,Luis Il sung melander
m,2023 Senior European Championships,qual,SWE,PB,9.1,Luis Il sung melander
m,2023 Senior European Championships,qual,SWE,PH,8.9,Luis Il sung melander
m,2023 Senior European Championships,qual,SWE,SR,12.366,Luis Il sung melander
m,2023 Senior European Championships,qual,SWE,VT,13.033,Luis Il sung melander
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GRE,HB,12.733,Nikolaos Iliopoulos
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GRE,PB,13.4,Nikolaos Iliopoulos
m,2022 Baku World Cup,qual,GRE,HB,13.766,Nikolaos Iliopoulos
m,2022 Baku World Cup,final,GRE,HB,13.6,Nikolaos Iliopoulos
m,2022 Baku World Cup,qual,GRE,PB,14.033,Nikolaos Iliopoulos
m,2022 Baku World Cup,final,GRE,PB,14.2,Nikolaos Iliopoulos
m,2022 Cairo World Cup,qual,GRE,HB,12.533,Nikolaos Iliopoulos
m,2022 Cairo World Cup,qual,GRE,PB,12.833,Nikolaos Iliopoulos
m,2022 Cottbus World Cup,final,GRE,HB,12.766,Nikolaos Iliopoulos
m,2022 Cottbus World Cup,qual,GRE,HB,13.6,Nikolaos Iliopoulos
m,2022 Cottbus World Cup,qual,GRE,PB,13.4,Nikolaos Iliopoulos
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GRE,FX,12.466,Nikolaos Iliopoulos
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GRE,HB,12.966,Nikolaos Iliopoulos
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GRE,PB,13.933,Nikolaos Iliopoulos
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GRE,PH,11.966,Nikolaos Iliopoulos
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GRE,SR,11.966,Nikolaos Iliopoulos
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GRE,VT,13.533,Nikolaos Iliopoulos
m,2023 Baku World Cup,qual,GRE,HB,13.2,Nikolaos Iliopoulos
m,2023 Baku World Cup,qual,GRE,PB,11.666,Nikolaos Iliopoulos
m,2023 Cottbus World Cup,qual,GRE,HB,12.666,Nikolaos Iliopoulos
m,2023 Cottbus World Cup,qual,GRE,PB,11.6,Nikolaos Iliopoulos
m,2023 Senior European Championships,qual,GRE,FX,12.266,Nikolaos Iliopoulos
m,2023 Senior European Championships,qual,GRE,HB,12.9,Nikolaos Iliopoulos
m,2023 Senior European Championships,qual,GRE,PB,13.266,Nikolaos Iliopoulos
m,2023 Senior European Championships,qual,GRE,PH,12.333,Nikolaos Iliopoulos
m,2023 Senior European Championships,qual,GRE,SR,13.4,Nikolaos Iliopoulos
m,2023 Senior European Championships,qual,GRE,VT,13.966,Nikolaos Iliopoulos
m,2022 Cottbus World Cup,qual,ISR,PB,11.3,Eyal Indig
m,2022 Cottbus World Cup,qual,ISR,PH,13.266,Eyal Indig
m,2022 Koper World Challenge Cup,qual,ISR,HB,11.5,Eyal Indig
m,2022 Koper World Challenge Cup,qual,ISR,PH,12.1,Eyal Indig
m,2022 Varna World Challenge Cup,final,ISR,PH,12.6,Eyal Indig
m,2022 Varna World Challenge Cup,qual,ISR,PH,13.95,Eyal Indig
m,2023 Baku World Cup,qual,ISR,PH,13.933,Eyal Indig
m,2023 Tel Aviv World Challenge Cup,final,ISR,PH,14.15,Eyal Indig
m,2023 Tel Aviv World Challenge Cup,qual,ISR,PH,14.4,Eyal Indig
m,2023 Varna World Challenge Cup,qual,ISR,PH,13.45,Eyal Indig
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ITA,BB,13.4,Elisa Iorio
w,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,ITA,BB,13.5,Elisa Iorio
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ITA,FX,12.933,Elisa Iorio
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ITA,UB,13.4,Elisa Iorio
w,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,ITA,UB,14.033,Elisa Iorio
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ITA,VT,13.233,Elisa Iorio
w,2023 Cottbus World Cup,qual,ITA,UB,13.766,Elisa Iorio
m,2023 Tel Aviv World Challenge Cup,final,ISR,FX,13.6,Eliran Ioscovich
m,2023 Tel Aviv World Challenge Cup,qual,ISR,FX,13.6,Eliran Ioscovich
m,2023 Tel Aviv World Challenge Cup,qual,ISR,VT,13.55,Eliran Ioscovich
m,2023 Tel Aviv World Challenge Cup,final,ISR,VT,13.7,Eliran Ioscovich
m,2023 Tel Aviv World Challenge Cup,final,ISR,VT,13.45,Eliran Ioscovich
m,2023 Tel Aviv World Challenge Cup,qual,ISR,VT,13.3,Eliran Ioscovich
m,2023 Varna World Challenge Cup,final,ISR,FX,13.066,Eliran Ioscovich
m,2023 Varna World Challenge Cup,qual,ISR,FX,13.1,Eliran Ioscovich
m,2023 Varna World Challenge Cup,qual,ISR,PB,13.45,Eliran Ioscovich
m,2023 Varna World Challenge Cup,qual,ISR,VT,13.65,Eliran Ioscovich
m,2023 Varna World Challenge Cup,qual,ISR,VT,13.35,Eliran Ioscovich
m,EnBW DTB Pokal Team Challenge 2023,qual,ISR,FX,12.35,Eliran Ioscovich
m,EnBW DTB Pokal Team Challenge 2023,qual,ISR,HB,12.5,Eliran Ioscovich
m,EnBW DTB Pokal Team Challenge 2023,qual,ISR,PB,13.55,Eliran Ioscovich
m,EnBW DTB Pokal Team Challenge 2023,qual,ISR,PH,11.1,Eliran Ioscovich
m,EnBW DTB Pokal Team Challenge 2023,qual,ISR,SR,12.35,Eliran Ioscovich
m,EnBW DTB Pokal Team Challenge 2023,qual,ISR,VT,13.4,Eliran Ioscovich
w,2022 51st FIG Artistic Gymnastics World Championships,qual,INA,BB,9.833,Rifda Irfanaluthfi
w,2022 51st FIG Artistic Gymnastics World Championships,qual,INA,FX,12.766,Rifda Irfanaluthfi
w,2022 51st FIG Artistic Gymnastics World Championships,qual,INA,UB,12.033,Rifda Irfanaluthfi
w,2022 51st FIG Artistic Gymnastics World Championships,qual,INA,VT,13.066,Rifda Irfanaluthfi
w,2022 9th Senior Artistic Gymnastics Asian Championships,qual,INA,BB,11.9,Rifda Irfanaluthfi
w,2022 9th Senior Artistic Gymnastics Asian Championships,qual,INA,FX,12.667,Rifda Irfanaluthfi
w,2022 9th Senior Artistic Gymnastics Asian Championships,qual,INA,UB,12.4,Rifda Irfanaluthfi
w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,INA,BB,12.266,Rifda Irfanaluthfi
w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,INA,FX,12.766,Rifda Irfanaluthfi
w,2023 10th Senior Artistic Gymnastics Asian Championships,final,INA,UB,12.633,Rifda Irfanaluthfi
w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,INA,UB,12.866,Rifda Irfanaluthfi
w,2023 10th Senior Artistic Gymnastics Asian Championships,final,INA,VT,13.133,Rifda Irfanaluthfi
w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,INA,VT,13.4,Rifda Irfanaluthfi
w,2023 10th Senior Artistic Gymnastics Asian Championships,final,INA,VT,12.8,Rifda Irfanaluthfi
w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,INA,VT,12.633,Rifda Irfanaluthfi
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,INA,BB,12.3,Rifda Irfanaluthfi
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,INA,FX,12.433,Rifda Irfanaluthfi
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,INA,UB,12.033,Rifda Irfanaluthfi
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,INA,VT,13.166,Rifda Irfanaluthfi
w,2023 Baku World Cup,qual,INA,BB,12.133,Rifda Irfanaluthfi
w,2023 Baku World Cup,qual,INA,FX,12.3,Rifda Irfanaluthfi
w,2023 Baku World Cup,qual,INA,UB,11.666,Rifda Irfanaluthfi
w,2023 Baku World Cup,final,INA,VT,13.033,Rifda Irfanaluthfi
w,2023 Baku World Cup,qual,INA,VT,13.066,Rifda Irfanaluthfi
w,2023 Baku World Cup,final,INA,VT,12.566,Rifda Irfanaluthfi
w,2023 Baku World Cup,qual,INA,VT,12.666,Rifda Irfanaluthfi
w,2023 Cairo World Cup,qual,INA,BB,11.7,Rifda Irfanaluthfi
w,2023 Cairo World Cup,final,INA,FX,12.633,Rifda Irfanaluthfi
w,2023 Cairo World Cup,qual,INA,FX,12.5,Rifda Irfanaluthfi
w,2023 Cairo World Cup,qual,INA,UB,12.2,Rifda Irfanaluthfi
w,2023 Cairo World Cup,final,INA,VT,13.066,Rifda Irfanaluthfi
w,2023 Cairo World Cup,qual,INA,VT,13.0,Rifda Irfanaluthfi
w,2023 Cairo World Cup,final,INA,VT,12.9,Rifda Irfanaluthfi
w,2023 Cairo World Cup,qual,INA,VT,12.633,Rifda Irfanaluthfi
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ARG,BB,11.3,Nicole Iribarne
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ARG,FX,11.733,Nicole Iribarne
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ARG,UB,11.666,Nicole Iribarne
w,2023 52nd FIG Artistic Gymnastics World Championships,qual,ARG,VT,12.9,Nicole Iribarne
w,SANTIAGO 2023 XIX Pan American Games,AAfinal,ARG,BB,10.6,Nicole Iribarne
w,SANTIAGO 2023 XIX Pan American Games,qual,ARG,BB,12.133,Nicole Iribarne
w,SANTIAGO 2023 XIX Pan American Games,AAfinal,ARG,FX,11.933,Nicole Iribarne
w,SANTIAGO 2023 XIX Pan American Games,qual,ARG,FX,11.833,Nicole Iribarne
w,SANTIAGO 2023 XIX Pan American Games,AAfinal,ARG,UB,11.9,Nicole Iribarne
w,SANTIAGO 2023 XIX Pan American Games,qual,ARG,UB,12.0,Nicole Iribarne
w,SANTIAGO 2023 XIX Pan American Games,AAfinal,ARG,VT,12.666,Nicole Iribarne
w,SANTIAGO 2023 XIX Pan American Games,qual,ARG,VT,12.766,Nicole Iribarne
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,ARG,BB,10.3,Nicole Iribarne aparicio
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,ARG,FX,12.133,Nicole Iribarne aparicio
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,ARG,FX,11.9,Nicole Iribarne aparicio
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,ARG,UB,12.567,Nicole Iribarne aparicio
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,ARG,VT,12.9,Nicole Iribarne aparicio
w,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,ARG,VT,12.767,Nicole Iribarne aparicio
m,2023 FISU World University Games,qual,CYP,FX,11.233,Michalis Isaias
m,2023 FISU World University Games,qual,CYP,HB,11.533,Michalis Isaias
m,2023 FISU World University Games,qual,CYP,PB,11.166,Michalis Isaias
m,2023 FISU World University Games,qual,CYP,PH,9.166,Michalis Isaias
m,2023 FISU World University Games,qual,CYP,SR,11.933,Michalis Isaias
m,2023 FISU World University Games,qual,CYP,VT,12.332999999999998,Michalis Isaias
m,HANGZHOU 2022 19th Asian Games,final,UZB,FX,14.133,Khumoyun Islomov
m,HANGZHOU 2022 19th Asian Games,qual,UZB,FX,13.9,Khumoyun Islomov
m,HANGZHOU 2022 19th Asian Games,qual,UZB,PH,11.5,Khumoyun Islomov
m,HANGZHOU 2022 19th Asian Games,qual,UZB,VT,14.2,Khumoyun Islomov
m,HANGZHOU 2022 19th Asian Games,qual,UZB,VT,13.8,Khumoyun Islomov
m,2022 Koper World Challenge Cup,qual,SLO,SR,10.95,Mark Istenic
w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,KAZ,FX,11.2,Anfissa Ivanova
w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,KAZ,UB,9.2,Anfissa Ivanova
w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,KAZ,VT,12.166,Anfissa Ivanova
w,2023 10th Senior Artistic Gymnastics Asian Championships,qual,KAZ,VT,11.933,Anfissa Ivanova
w,HANGZHOU 2022 19th Asian Games,qual,KAZ,FX,11.866,Anfissa Ivanova
w,HANGZHOU 2022 19th Asian Games,qual,KAZ,UB,9.733,Anfissa Ivanova
w,HANGZHOU 2022 19th Asian Games,qual,KAZ,VT,12.4,Anfissa Ivanova
w,HANGZHOU 2022 19th Asian Games,qual,KAZ,VT,12.133,Anfissa Ivanova
m,2023 FISU World University Games,qual,FIN,HB,11.866,Anton Jaaskelainen
m,2023 FISU World University Games,qual,FIN,PB,12.5,Anton Jaaskelainen
m,2023 FISU World University Games,qual,FIN,PH,10.8,Anton Jaaskelainen
m,2023 FISU World University Games,qual,FIN,SR,11.466,Anton Jaaskelainen
m,2022 Cottbus World Cup,qual,NED,FX,10.0,Rick Jacobs
m,2022 Cottbus World Cup,qual,NED,SR,12.833,Rick Jacobs
m,2022 Senior European Championships,qual,DEN,FX,12.666,Aron Jacobsen
m,2022 Senior European Championships,qual,DEN,HB,11.166,Aron Jacobsen
m,2022 Senior European Championships,qual,DEN,PB,11.5,Aron Jacobsen
m,2022 Senior European Championships,qual,DEN,PH,9.166,Aron Jacobsen
m,2022 Senior European Championships,qual,DEN,SR,12.033,Aron Jacobsen
m,2022 Senior European Championships,qual,DEN,VT,12.366,Aron Jacobsen
m,2023 Senior European Championships,qual,DEN,PH,12.6,Aron Jacobsen
w,2023 Senior European Championships,qual,DEN,BB,9.266,Sara Jacobsen
w,2023 Senior European Championships,qual,DEN,FX,11.166,Sara Jacobsen
w,2023 Senior European Championships,qual,DEN,UB,9.6,Sara Jacobsen
w,2023 Senior European Championships,qual,DEN,VT,12.666,Sara Jacobsen
m,2023 Core Hydration Classic,AAfinal,USA,FX,13.0,Johnny Jacobson
m,2023 Core Hydration Classic,AAfinal,USA,HB,12.4,Johnny Jacobson
m,2023 Core Hydration Classic,AAfinal,USA,PB,12.25,Johnny Jacobson
m,BIRMINGHAM 2022 Commonwealth Games,qual,CAN,PB,12.7,Mathys Jalbert
m,BIRMINGHAM 2022 Commonwealth Games,qual,CAN,PH,12.05,Mathys Jalbert
m,BIRMINGHAM 2022 Commonwealth Games,qual,CAN,SR,11.2,Mathys Jalbert
m,BIRMINGHAM 2022 Commonwealth Games,qual,CAN,HB,12.45,Mathys Jalbert
m,2023 10th Senior Artistic Gymnastics Asian Championships,qual,MGL,PH,5.866,Tegshmurun Jamiyankhuu
m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,GBR,FX,14.433,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GBR,FX,13.9,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,GBR,FX,14.433,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,GBR,HB,13.133,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GBR,HB,13.1,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,GBR,HB,13.1,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,GBR,PB,14.166,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GBR,PB,14.166,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,GBR,PH,13.333,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GBR,PH,13.533,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,GBR,PH,12.566,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,GBR,SR,13.0,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GBR,SR,13.066,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,GBR,VT,14.8,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,TeamFinal,GBR,VT,13.733,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GBR,VT,14.6,Jake Jarman
m,2022 51st FIG Artistic Gymnastics World Championships,qual,GBR,VT,13.666,Jake Jarman
m,2022 Baku World Cup,qual,GBR,FX,13.266,Jake Jarman
m,2022 Baku World Cup,qual,GBR,SR,12.933,Jake Jarman
m,2022 Baku World Cup,final,GBR,VT,14.9,Jake Jarman
m,2022 Baku World Cup,qual,GBR,VT,14.666,Jake Jarman
m,2022 Baku World Cup,qual,GBR,VT,14.733,Jake Jarman
m,2022 Baku World Cup,final,GBR,VT,13.1,Jake Jarman
m,2022 British Gymnastics Championships,final,GBR,FX,14.4,Jake Jarman
m,2022 British Gymnastics Championships,qual,GBR,FX,13.65,Jake Jarman
m,2022 British Gymnastics Championships,final,GBR,HB,12.533,Jake Jarman
m,2022 British Gymnastics Championships,qual,GBR,HB,13.05,Jake Jarman
m,2022 British Gymnastics Championships,final,GBR,PB,13.4,Jake Jarman
m,2022 British Gymnastics Championships,qual,GBR,PB,13.5,Jake Jarman
m,2022 British Gymnastics Championships,final,GBR,PH,13.566,Jake Jarman
m,2022 British Gymnastics Championships,qual,GBR,PH,13.25,Jake Jarman
m,2022 British Gymnastics Championships,qual,GBR,SR,12.6,Jake Jarman
m,2022 British Gymnastics Championships,final,GBR,VT,14.633,Jake Jarman
m,2022 British Gymnastics Championships,qual,GBR,VT,14.75,Jake Jarman
m,2022 British Gymnastics Championships,final,GBR,VT,14.666,Jake Jarman
m,2022 Senior European Championships,final,GBR,FX,14.433,Jake Jarman
m,2022 Senior European Championships,qual,GBR,FX,14.466,Jake Jarman
m,2022 Senior European Championships,TeamFinal,GBR,FX,15.2,Jake Jarman
m,2022 Senior European Championships,qual,GBR,HB,13.2,Jake Jarman
m,2022 Senior European Championships,TeamFinal,GBR,HB,12.966,Jake Jarman
m,2022 Senior European Championships,qual,GBR,PB,14.133,Jake Jarman
m,2022 Senior European Championships,qual,GBR,PH,13.033,Jake Jarman
m,2022 Senior European Championships,TeamFinal,GBR,PH,13.266,Jake Jarman
m,2022 Senior European Championships,qual,GBR,SR,12.8,Jake Jarman
m,2022 Senior European Championships,final,GBR,VT,14.766,Jake Jarman
m,2022 Senior European Championships,qual,GBR,VT,14.833,Jake Jarman
m,2022 Senior European Championships,TeamFinal,GBR,VT,15.2,Jake Jarman
m,2022 Senior European Championships,final,GBR,VT,15.2,Jake Jarman
m,2022 Senior European Championships,qual,GBR,VT,14.033,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,GBR,FX,14.5,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GBR,FX,14.366,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,GBR,FX,14.533,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,GBR,HB,12.166,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GBR,HB,13.966,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,GBR,HB,13.2,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,GBR,PB,12.766,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GBR,PB,14.566,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,GBR,PB,14.166,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,GBR,PH,13.433,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GBR,PH,13.9,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,GBR,PH,13.233,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,GBR,SR,12.9,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GBR,SR,13.233,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,AAfinal,GBR,VT,15.433,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,TeamFinal,GBR,VT,15.4,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,final,GBR,VT,15.4,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GBR,VT,14.0,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,final,GBR,VT,14.7,Jake Jarman
m,2023 52nd FIG Artistic Gymnastics World Championships,qual,GBR,VT,14.933,Jake Jarman
m,2023 British Gymnastics Championships,final,GBR,FX,14.4,Jake Jarman
m,2023 British Gymnastics Championships,qual,GBR,FX,13.35,Jake Jarman
m,2023 British Gymnastics Championships,final,GBR,HB,13.5,Jake Jarman
m,2023 British Gymnastics Championships,qual,GBR,HB,13.75,Jake Jarman
m,2023 British Gymnastics Championships,final,GBR,PB,14.7,Jake Jarman
m,2023 British Gymnastics Championships,qual,GBR,PB,14.2,Jake Jarman
m,2023 British Gymnastics Championships,qual,GBR,PH,12.4,Jake Jarman
m,2023 British Gymnastics Championships,qual,GBR,SR,13.2,Jake Jarman
m,2023 British Gymnastics Championships,final,GBR,VT,14.8,Jake Jarman
m,2023 British Gymnastics Championships,qual,GBR,VT,14.9,Jake Jarman
m,2023 British Gymnastics Championships,final,GBR,VT,15.55,Jake Jarman
m,2023 British Gymnastics Championships,qual,GBR,VT,14.8,Jake Jarman
m,2023 Senior European Championships,AAfinal,GBR,FX,14.366,Jake Jarman
m,2023 Senior European Championships,qual,GBR,FX,13.833,Jake Jarman
m,2023 Senior European Championships,AAfinal,GBR,HB,13.266,Jake Jarman
m,2023 Senior European Championships,qual,GBR,HB,13.233,Jake Jarman
m,2023 Senior European Championships,AAfinal,GBR,PB,14.266,Jake Jarman
m,2023 Senior European Championships,final,GBR,PB,13.066,Jake Jarman
m,2023 Senior European Championships,qual,GBR,PB,14.4,Jake Jarman
m,2023 Senior European Championships,AAfinal,GBR,PH,13.166,Jake Jarman
m,2023 Senior European Championships,qual,GBR,PH,13.633,Jake Jarman
m,2023 Senior European Championships,qual,GBR,SR,13.233,Jake Jarman
m,2023 Senior European Championships,AAfinal,GBR,SR,13.133,Jake Jarman
m,2023 Senior European Championships,AAfinal,GBR,VT,15.266,Jake Jarman
m,2023 Senior European Championships,final,GBR,VT,15.2,Jake Jarman
m,2023 Senior European Championships,qual,GBR,VT,14.766,Jake Jarman
m,2023 Senior European Championships,final,GBR,VT,14.833,Jake Jarman
m,2023 Senior European Championships,qual,GBR,VT,15.0,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,GBR,FX,14.0,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,final,GBR,FX,14.666,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,qual,GBR,FX,13.75,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,GBR,HB,13.4,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,GBR,PB,14.1,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,qual,GBR,PB,13.8,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,GBR,PH,13.35,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,qual,GBR,PH,13.1,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,GBR,SR,13.3,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,qual,GBR,SR,13.25,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,GBR,VT,15.3,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,AAqual,GBR,VT,14.75,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,final,GBR,VT,14.633,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,qual,GBR,VT,14.75,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,final,GBR,VT,15.2,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,qual,GBR,VT,15.2,Jake Jarman
m,BIRMINGHAM 2022 Commonwealth Games,qual,GBR,HB,13.4,Jake Jarman
m,2022 U.S. Classic,AAfinal,USA,FX,13.1,Michael Jaroh
m,2022 U.S. Classic,AAfinal,USA,HB,13.75,Michael Jaroh
m,2022 U.S. Classic,AAfinal,USA,PB,12.65,Michael Jaroh
m,2022 U.S. Classic,AAfinal,USA,PH,13.95,Michael Jaroh
m,2022 U.S. Classic,AAfinal,USA,SR,13.65,Michael Jaroh
m,2022 U.S. Classic,AAfinal,USA,VT,14.15,Michael Jaroh
m,2022 Winter Cup,AAfinal,USA,FX,11.2,Michael Jaroh
m,2022 Winter Cup,AAfinal,USA,HB,13.65,Michael Jaroh
m,2022 Winter Cup,AAfinal,USA,PB,14.1,Michael Jaroh
m,2022 Winter Cup,AAfinal,USA,PH,12.7,Michael Jaroh
m,2022 Winter Cup,AAfinal,USA,SR,13.5,Michael Jaroh
m,2022 Winter Cup,AAfinal,USA,VT,13.35,Michael Jaroh
m,2023 Core Hydration Classic,AAfinal,USA,FX,10.85,Michael Jaroh
m,2023 Core Hydration Classic,AAfinal,USA,HB,13.8,Michael Jaroh
m,2023 Core Hydration Classic,AAfinal,USA,PB,13.5,Michael Jaroh
m,2023 Core Hydration Classic,AAfinal,USA,PH,12.05,Michael Jaroh
m,2023 Core Hydration Classic,AAfinal,USA,SR,12.95,Michael Jaroh
m,2023 Core Hydration Classic,AAfinal,USA,VT,13.8,Michael Jaroh
m,2023 U.S. Championships,qual,USA,FX,12.1,Michael Jaroh
m,2023 U.S. Championships,final,USA,FX,12.2,Michael Jaroh
m,2023 U.S. Championships,qual,USA,HB,13.1,Michael Jaroh
m,2023 U.S. Championships,final,USA,HB,12.9,Michael Jaroh
m,2023 U.S. Championships,qual,USA,PB,14.0,Michael Jaroh
m,2023 U.S. Championships,final,USA,PB,13.55,Michael Jaroh
m,2023 U.S. Championships,qual,USA,PH,11.95,Michael Jaroh
m,2023 U.S. Championships,final,USA,PH,12.5,Michael Jaroh
m,2023 U.S. Championships,qual,USA,SR,13.55,Michael Jaroh
m,2023 U.S. Championships,final,USA,SR,13.25,Michael Jaroh
m,2023 U.S. Championships,qual,USA,VT,13.6,Michael Jaroh
m,2023 U.S. Championships,final,USA,VT,14.0,Michael Jaroh
m,2023 Winter Cup,AAfinal,USA,FX,12.3,Michael Jaroh
m,2023 Winter Cup,AAfinal,USA,HB,12.8,Michael Jaroh
m,2023 Winter Cup,AAfinal,USA,PB,12.75,Michael Jaroh
m,2023 Winter Cup,AAfinal,USA,PH,12.65,Michael Jaroh
m,2023 Winter Cup,AAfinal,USA,SR,13.5,Michael Jaroh
m,2023 Winter Cup,AAfinal,USA,VT,13.0,Michael Jaroh
